Date,Open,High,Low,Close,Volume,OpenInt
1902-01-01,62.25,62.25,54.39,54.39
1902-02-01,54.39,54.39,51.77,51.77
1902-03-01,51.77,51.77,38.96,44.49
1902-04-01,44.49,44.49,42.74,42.74
1902-05-01,42.74,42.74,41.29,41.29
1902-06-01,41.29,41.29,38.96,38.96
1902-07-01,38.96,38.96,35.47,35.47
1902-08-01,35.47,37.21,35.47,36.92
1902-09-01,36.92,37.5,36.92,37.5
1902-10-01,37.5,38.09,34.3,34.3
1902-11-01,34.3,39.25,34.3,39.25
1902-12-01,39.25,42.46,39.25,42.46
1903-01-01,42.46,42.46,42.46,42.46
1903-02-01,42.46,42.46,39.84,39.84
1903-03-01,39.84,43.03,39.54,39.54
1903-04-01,39.54,39.54,36.63,36.63
1903-05-01,36.63,36.63,36.05,36.05
1903-06-01,36.05,37.79,36.05,37.79
1903-07-01,37.79,37.79,37.79,37.79
1903-08-01,37.79,37.79,37.79,37.79
1903-09-01,37.79,38.67,37.79,38.67
1903-10-01,38.67,41.29,38.67,39.84
1903-11-01,39.84,42.74,39.84,42.74
1903-12-01,42.74,42.74,42.74,42.74
1904-01-01,42.74,42.74,41.87,42.46
1904-02-01,42.46,42.46,41.87,41.87
1904-03-01,41.87,41.87,38.09,38.09
1904-04-01,38.09,38.09,37.79,37.79
1904-05-01,37.79,37.79,37.5,37.79
1904-06-01,37.79,37.79,35.47,35.75
1904-07-01,35.75,36.05,35.75,36.05
1904-08-01,36.05,40.12,34.88,40.12
1904-09-01,40.12,40.71,40.12,40.71
1904-10-01,40.71,41.58,40.71,41.58
1904-11-01,41.58,43.61,41.58,43.61
1904-12-01,43.61,43.61,43.61,43.61
1905-01-01,43.61,47.11,43.61,45.95
1905-02-01,45.95,45.95,44.49,44.49
1905-03-01,44.49,44.49,34.3,34.3
1905-04-01,34.3,38.37,34.3,38.09
1905-05-01,38.09,38.09,35.17,35.17
1905-06-01,35.17,35.17,33.72,33.72
1905-07-01,33.72,34.01,33.72,34.01
1905-08-01,34.01,37.79,34.01,34.88
1905-09-01,34.88,35.47,34.88,35.47
1905-10-01,35.47,38.67,35.47,38.67
1905-11-01,38.67,38.96,34.3,38.96
1905-12-01,38.96,42.74,38.96,42.74
1906-01-01,42.74,42.74,42.74,42.74
1906-02-01,42.74,43.03,42.74,43.03
1906-03-01,43.03,47.11,40.71,40.71
1906-04-01,40.71,40.71,40.41,40.41
1906-05-01,40.41,40.41,35.17,35.17
1906-06-01,35.17,35.17,34.3,34.88
1906-07-01,34.88,34.88,34.88,34.88
1906-08-01,34.88,38.09,34.88,38.09
1906-09-01,38.09,38.67,38.09,38.67
1906-10-01,38.67,43.61,38.67,43.61
1906-11-01,43.61,45.36,39.84,45.36
1906-12-01,45.36,47.69,45.36,47.69
1907-01-01,47.69,48.85,43.03,43.03
1907-02-01,43.03,50.89,43.03,50.89
1907-03-01,50.89,50.89,50.89,50.89
1907-04-01,50.89,51.18,48.85,48.85
1907-05-01,48.85,48.85,48.85,48.85
1907-06-01,48.85,53.51,48.85,48.85
1907-07-01,48.85,48.85,48.56,48.85
1907-08-01,48.85,49.73,46.53,46.53
1907-09-01,46.53,54.09,46.53,54.09
1907-10-01,54.09,55.55,54.09,55.55
1907-11-01,55.55,61.95,55.55,61.95
1907-12-01,61.95,62.83,61.95,62.83
1908-01-01,62.83,69.23,62.83,63.12
1908-02-01,63.12,67.19,63.12,67.19
1908-03-01,67.19,67.19,64.87,64.87
1908-04-01,64.87,64.87,60.5,61.08
1908-05-01,61.08,61.08,60.79,60.79
1908-06-01,60.79,60.79,56.14,56.14
1908-07-01,56.14,56.14,54.97,54.97
1908-08-01,54.97,61.08,54.97,58.76
1908-09-01,58.76,59.04,58.76,59.04
1908-10-01,59.04,59.63,59.04,59.63
1908-11-01,59.63,61.95,59.63,61.95
1908-12-01,61.95,62.53,61.95,62.53
1909-01-01,62.53,63.12,62.53,63.12
1909-02-01,63.12,63.12,58.17,58.17
1909-03-01,58.17,58.17,57.88,57.88
1909-04-01,57.88,59.33,54.97,54.97
1909-05-01,54.97,54.97,53.22,53.22
1909-06-01,53.22,53.22,51.18,51.18
1909-07-01,51.18,52.93,51.18,52.64
1909-08-01,52.64,52.64,49.44,49.44
1909-09-01,49.44,49.44,49.44,49.44
1909-10-01,49.44,49.73,49.44,49.73
1909-11-01,49.73,52.35,49.73,50.31
1909-12-01,50.31,52.64,50.31,52.64
1910-01-01,52.64,52.93,50.6,50.6
1910-02-01,50.6,52.35,50.6,52.35
1910-03-01,52.35,52.35,49.15,49.15
1910-04-01,49.15,49.15,48.27,48.27
1910-05-01,48.27,48.27,47.4,47.4
1910-06-01,47.4,47.4,40.12,40.12
1910-07-01,40.12,40.12,38.67,38.67
1910-08-01,38.67,39.84,38.67,39.84
1910-09-01,39.84,40.71,38.37,40.71
1910-10-01,40.71,41.58,40.71,41.58
1910-11-01,41.58,43.61,41.58,43.61
1910-12-01,43.61,48.27,43.61,48.27
1911-01-01,48.27,54.67,48.27,54.67
1911-02-01,54.67,54.67,50.89,54.09
1911-03-01,54.09,55.55,54.09,55.55
1911-04-01,55.55,57.29,54.09,57.29
1911-05-01,57.29,57.29,57.01,57.01
1911-06-01,57.01,57.01,55.84,55.84
1911-07-01,55.84,55.84,53.22,53.22
1911-08-01,53.22,53.22,52.93,52.93
1911-09-01,52.93,66.9,52.93,54.39
1911-10-01,54.39,62.25,54.39,62.25
1911-11-01,62.25,65.15,57.59,57.59
1911-12-01,57.59,67.19,57.59,66.9
1912-01-01,66.9,66.9,66.32,66.32
1912-02-01,66.32,66.32,65.74,65.74
1912-03-01,65.74,65.74,59.33,59.33
1912-04-01,59.33,65.15,57.59,57.59
1912-05-01,57.59,57.59,51.18,51.18
1912-06-01,51.18,51.18,45.36,45.36
1912-07-01,45.36,45.36,38.37,43.61
1912-08-01,43.61,43.61,41.87,42.16
1912-09-01,42.16,42.74,42.16,42.74
1912-10-01,42.74,43.33,42.74,43.33
1912-11-01,43.33,53.51,43.33,47.69
1912-12-01,47.69,49.73,47.69,49.73
1913-01-01,49.73,51.77,49.73,51.77
1913-02-01,51.77,60.21,43.61,60.21
1913-03-01,60.21,61.08,60.21,61.08
1913-04-01,61.08,64.87,61.08,64.87
1913-05-01,64.87,64.87,64.28,64.28
1913-06-01,64.28,64.28,62.83,62.83
1913-07-01,62.83,62.83,57.29,57.29
1913-08-01,57.29,57.29,56.71,56.71
1913-09-01,56.71,56.71,54.67,54.67
1913-10-01,54.67,59.91,54.67,59.91
1913-11-01,59.91,59.91,59.91,59.91
1913-12-01,59.91,63.99,59.91,63.99
1914-01-01,63.99,66.03,63.99,66.03
1914-02-01,66.03,71.56,66.03,66.9
1914-03-01,66.9,66.9,66.61,66.61
1914-04-01,66.61,66.61,59.33,59.33
1914-05-01,59.33,64.57,59.33,64.57
1914-06-01,64.57,64.57,62.25,62.25
1914-07-01,62.25,62.25,61.08,61.08
1914-08-01,61.08,61.08,59.63,59.63
1914-09-01,59.63,63.99,59.63,59.63
1914-10-01,59.63,62.25,59.63,62.25
1914-11-01,62.25,64.57,62.25,64.57
1914-12-01,64.57,70.39,63.41,70.39
1915-01-01,70.39,70.97,70.39,70.97
1915-02-01,70.97,70.97,69.52,69.52
1915-03-01,69.52,69.52,64.87,64.87
1915-04-01,64.87,67.48,62.25,62.25
